,name,population
8666,Unadilla,3666
8667,Orrington,3666
8668,Camp Lake,3665
8669,Rayville,3664
8670,Dublin,3664
8671,Gaylord,3660
8672,Mount Orab,3660
8673,West Menlo Park,3659
8674,Wheatland,3659
8675,Mirrormont,3659
8676,Northern Cambria,3658
8677,Plymouth,3658
8678,Loudoun Valley Estates,3656
8679,Taylor Lake Village,3656
8680,Piggott,3655
8681,Osage,3654
8682,Mount Gilead,3653
8683,O'Neill,3653
8684,Sidney,3653
8685,Eagle Lake,3650
8686,Wellsville,3650
8687,Lowell,3649
8688,Lansing,3649
8689,Byron,3648
8690,Lincoln,3647
8691,Oglesby,3647
8692,Fox Farm-College,3647
8693,Perth,3646
8694,Desoto Lakes,3646
8695,Murrieta Hot Springs,3644
8696,South Dennis,3643
8697,Riverwoods,3643
8698,South Vacherie,3642
8699,Wrightsville,3642
8700,Carrollton,3638
8701,Holt,3638
8702,Northfield,3637
8703,Arabi,3635
8704,Battle Mountain,3635
8705,Haviland,3634
8706,Johnson,3634
8707,Leonardtown,3633
8708,Fox Island,3633
8709,Silver Summit,3632
8710,Berwyn,3631
8711,Fairbury,3630
8712,Hazel Green,3630
8713,Columbus,3629
8714,Paoli,3629
8715,Dannemora,3629
8716,Melody Hill,3628
8717,Grantley,3628
8718,Vivian,3626
8719,Quartzsite,3626
8720,Romeo,3625
8721,Fort Defiance,3624
8722,Cedar Springs,3624
8723,Sagamore,3623
8724,Mountain Home,3622
8725,Hobart,3621
8726,Newtown Grant,3620
8727,Lyons,3619
8728,Franklin,3619
8729,Beaver Dam,3618
8730,Singac,3618
8731,Melrose,3616
8732,Campbelltown,3616
8733,Palmyra,3616
8734,Mar-Mac,3615
8735,Castle Pines,3614
8736,Slippery Rock,3613
8737,Red Oaks Mill,3613
8738,Tilton,3612
8739,Scott Air Force Base,3612
8740,Spring Valley,3611
8741,Carefree,3610
8742,Kane,3610
8743,Kimberly,3610
8744,Genesee,3609
8745,Pawhuska,3605
8746,Esperance,3601
8747,Ahtanum,3601
8748,Mission Hills,3601
8749,Sloan,3601
8750,Maeser,3601
8751,Pearl River,3601
8752,North Plymouth,3600
8753,Weaverville,3600
8754,Holts Summit,3600
8755,Dixmoor,3597
8756,Knox,3597
8757,Saluda,3596
8758,Yuma,3596
8759,Greenhills,3593
8760,Manhasset Hills,3592
8761,Three Oaks,3592
8762,Benson,3591
8763,Carthage,3591
8764,Amberley,3591
8765,Ozark,3590
8766,Spencerport,3589
8767,Bawcomville,3588
8768,University Center,3586
8769,Elizabethtown,3586
8770,Carey,3586
8771,Red Bud,3586
8772,Peralta,3585
8773,Centerville,3584
8774,Forsyth,3584
8775,Idyllwild,3583
8776,Golf Manor,3583
8777,Leisuretowne,3582
8778,Penrose,3582
8779,Le Roy,3582
8780,Blackshear,3581
8781,Port Hadlock-Irondale,3580
8782,Colonial Beach,3580
8783,South Glens Falls,3580
8784,Oregon,3580
8785,Morganfield,3578
8786,Two Harbors,3578
8787,Tupper Lake,3577
8788,Mission Hills,3576
8789,Camden,3575
8790,Merton,3575
8791,Frontenac,3574
8792,Watertown,3574
8793,Imlay City,3573
8794,Windsor,3573
8795,Teague,3572
8796,Meiners Oaks,3571
8797,Arundel,3571
8798,Country Squire Lakes,3571
8799,Bunk Foss,3570
8800,Centre,3570
8801,Camden,3570
8802,Rochester,3569
8803,Stanley,3569
8804,Noyack,3568
8805,Brookville,3566
8806,Chipley,3565
8807,Black River Falls,3564
8808,El Dorado Springs,3564
8809,Aledo,3564
8810,Middlebury,3562
8811,Unicoi,3561
8812,Horseshoe Bay,3560
8813,Ranlo,3556
8814,Monte Sereno,3556
8815,High Bridge,3556
8816,Landmark,3555
8817,Old Mystic,3554
8818,Louisburg,3553
8819,Trappe,3553
8820,Valley Springs,3553
8821,Omro,3553
8822,Morongo Valley,3552
8823,Willcox,3552
8824,Mountain View,3552
8825,Lake Clarke Shores,3552
8826,Broken Bow,3551
8827,Lake Panasoffkee,3551
8828,San Manuel,3551
8829,La Vale,3551
8830,Pulaski,3550
8831,Trevose,3550
8832,South Eliot,3550
8833,Kahaluu-Keauhou,3549
8834,Wills Point,3547
8835,Port Ewen,3546
8836,Lincoln Park,3546
8837,North Baltimore,3545
8838,North Brooksville,3544
8839,Houston,3544
8840,Gibson,3543
8841,Lenwood,3543
8842,Hanover,3543
8843,Clover Hill,3542
8844,Saint Anthony,3542
8845,Pen Argyl,3541
8846,Limington,3538
8847,Kekaha,3537
8848,Alma,3536
8849,Huxley,3536
8850,South Nyack,3535
8851,West DeLand,3535
8852,Davenport,3534
8853,Newcastle,3534
8854,Oxford,3534
8855,Combined Locks,3532
8856,Hot Springs,3532
8857,Wilkesboro,3531
8858,Port LaBelle,3530
8859,Roland,3529
8860,Shavano Park,3527
8861,Woodstown,3524
8862,Minoa,3523
8863,Thompsonville,3520
8864,Mifflinburg,3520
8865,Bloomer,3520
8866,Lincoln,3519
8867,Collegeville,3516
8868,Eden,3516
8869,Perry,3516
8870,Long Lake,3515
8871,Cape May,3514
8872,Gothenburg,3514
8873,Toledo,3511
8874,Paw Paw Lake,3511
8875,Gooding,3509
8876,Hominy,3508
8877,Germantown Hills,3508
8878,Camden,3505
8879,West Monroe,3503
8880,South Beach,3501
8881,Etowah,3500
8882,Johnston City,3500
8883,Indianola,3500
8884,Heflin,3499
8885,Dewey,3499
8886,Tutwiler,3496
8887,Polkton,3495
8888,Georgetown,3493
8889,Granite Falls,3493
8890,Leisure Village West-Pine Lake Park,3493
8891,Providence,3492
8892,Calcium,3491
8893,Blackstone,3491
8894,Sauk City,3489
8895,Laguna Heights,3488
8896,Paulding,3488
8897,Hidden Meadows,3485
8898,Oak Valley,3483
8899,Delta,3482
8900,Helena Valley Northwest,3482
8901,Newport,3480
8902,Saint Johns,3480
8903,Tolono,3479
8904,Summersville,3478
8905,Rush,3478
8906,Amesti,3478
8907,Lillington,3476
8908,Southport,3475
8909,Richwood,3474
8910,Dillonvale,3474
8911,Altavista,3474
8912,Juno Beach,3474
8913,Ohioville,3473
8914,Malmstrom Air Force Base,3472
8915,Haworth,3470
8916,Pottsgrove,3469
8917,Gallipolis,3469
8918,Brookmont,3468
8919,Mobridge,3466
8920,Lake Isabella,3466
8921,Washington,3466
8922,Enon,3466
8923,West End-Cobb Town,3465
8924,Riverton,3462
8925,Hill Air Force Base,3462
8926,Mora,3462
8927,Pownal,3460
8928,Freeland,3460
8929,Richwood,3459
8930,Highland Acres,3459
8931,Myrtle Creek,3459
8932,West Orange,3458
8933,Hurley,3458
8934,Gramercy,3457
8935,Hicksville,3457
8936,Paw Paw,3455
8937,Boonsboro,3455
8938,Pistakee Highlands,3454
8939,Robins,3454
8940,New Hampton,3452
8941,Lely,3451
8942,Brookhaven,3451
8943,Dover Base Housing,3450
8944,Richmond,3449
8945,Marion,3447
8946,Farmersville,3447
8947,Union City,3447
8948,Kitty Hawk,3447
8949,Port Saint Joe,3445
8950,Wewoka,3445
8951,Wright City,3445
8952,Lucerne,3443
8953,Sleepy Eye,3443
8954,Paris,3443
8955,Waldron,3442
8956,Jewett City,3441
8957,Seymour,3440
8958,Addison,3439
8959,West Nyack,3439
8960,Morton,3439
8961,Story City,3438
8962,Mount Angel,3437
8963,Justin,3437
8964,Lake Pocotopaug,3436
8965,Goldendale,3435
8966,Red Springs,3433
8967,Jamestown,3433
8968,Hoosick Falls,3432
8969,Mansfield,3432
8970,Peshtigo,3430
8971,Malvern,3430
8972,Valley Green,3429
8973,Captain Cook,3429
8974,Borrego Springs,3429
8975,Loyalhanna,3428
8976,Pine Manor,3428
8977,Houghton Lake,3427
8978,Troy,3427
8979,Mariemont,3426
8980,Beechwood,3426
8981,Lockland,3426
8982,Auburn Lake Trails,3426
8983,Kaunakakai,3425
8984,Grasonville,3425
8985,Chinatown,3425
8986,Saxon,3424
8987,Cienegas Terrace,3424
8988,Red Oak,3424
8989,Lyman,3423
8990,Frontenac,3422
8991,New Brighton,3421
8992,Kenedy,3421
8993,Feather Sound,3420
8994,Eagle Grove,3419
8995,Pine Lawn,3419
8996,Poteet,3419
8997,Jena,3417
8998,Ross,3417
8999,Greenland,3417
9000,Lowville,3416
9001,Lynchburg,3416
9002,Glasgow,3414
9003,Livingston,3414
9004,Humboldt Hill,3414
9005,Palmyra,3413
9006,Aledo,3412
9007,Princeton,3412
9008,Sharpes,3411
9009,Nahant,3410
9010,Stanhope,3410
9011,Wellsville,3410
9012,Day Valley,3409
9013,Level Park-Oak Park,3409
9014,Gibson City,3409
9015,Narragansett Pier,3409
9016,Ely,3408
9017,West Wyomissing,3407
9018,Thorndale,3407
9019,Virden,3407
9020,Locust Valley,3406
9021,Brentwood,3405
9022,Corunna,3404
9023,Mayfield,3403
9024,Greensboro,3403
9025,White Bluff,3402
9026,Amity Gardens,3402
9027,Etna,3401
9028,Masontown,3399
9029,Sharpsburg,3398
9030,Brimfield,3397
9031,Loxahatchee Groves,3397
9032,Cedar Grove,3397
9033,Gentry,3397
9034,Essexville,3396
9035,Beulah,3393
9036,Fort Lee,3393
9037,Jacksonwald,3393
9038,Bayshore,3393
9039,Sheffield,3393
9040,Skidway Lake,3392
9041,Rising Sun-Lebanon,3391
9042,Ocilla,3387
9043,Rio Dell,3387
9044,Cleves,3386
9045,Chandler,3385
9046,Austin,3383
9047,Lake Lakengren,3383
9048,Lindsborg,3383
9049,Bamberg,3383
9050,Islandia,3382
9051,Ticonderoga,3382
9052,River View Park,3380
9053,Water Valley,3380
9054,Pleasant Hills,3379
9055,Oakwood,3379
9056,Midland,3379
9057,Hokendauqua,3378
9058,Tipton,3377
9059,Tuckerton,3377
9060,French Camp,3376
9061,Piney Point Village,3376
9062,Warsaw,3376
9063,Spearman,3375
9064,Ferriday,3375
9065,Vineyards,3375
9066,Springdale,3375
9067,Cuba,3374
9068,Iroquois Point,3374
9069,Rogersville,3374
9070,Lutcher,3373
9071,Karnes City,3371
9072,San Antonio Heights,3371
9073,Shackelford,3371
9074,Maiden,3369
9075,Vails Gate,3369
9076,Fulton,3369
9077,Clinton,3368
9078,West Point,3368
9079,Zumbrota,3365
9080,Georgetown,3363
9081,Clifton,3361
9082,Reamstown,3361
9083,South Alamo,3361
9084,South Duxbury,3360
9085,Shannondale,3358
9086,Lincoln Heights,3357
9087,Newton,3356
9088,Vinton,3355
9089,Mount Oliver,3354
9090,Boardman,3354
9091,Manti,3353
9092,Kelseyville,3353
9093,Aubrey,3352
9094,Winnsboro,3351
9095,Big Lake,3350
9096,Cutchogue,3349
9097,Oak Point,3349
9098,Long Prairie,3347
9099,Prestonsburg,3347
9100,Sleepy Hollow,3346
9101,Hahnville,3344
9102,Van Alstyne,3344
9103,Waterloo,3343
9104,Brimfield,3343
9105,Lebanon,3342
9106,Agua Dulce,3342
9107,Ocean Grove,3342
9108,Ossian,3341
9109,Llano,3341
9110,Heavener,3340
9111,Crestview Hills,3340
9112,Winnsboro,3340
9113,Baldwyn,3339
9114,Auburn,3339
9115,Durand,3338
9116,Vandenberg Air Force Base,3338
9117,Moulton,3337
9118,Pine Island,3337
9119,Rockport,3336
9120,Newbern,3336
9121,Haughton,3334
9122,Lake Belvedere Estates,3334
9123,West Point,3333
9124,Nicholls,3331
9125,Canton,3331
9126,Alamo,3330
9127,West Liberty,3330
9128,Dana,3329
9129,India Hook,3328
9130,Montauk,3326
9131,Wrightstown,3325
9132,Clearview,3324
9133,Richville,3324
9134,Mingo Junction,3324
9135,Peaceful Valley,3324
9136,Marysville,3323
9137,Mulberry,3323
9138,Lakeland,3322
9139,Barron,3322
9140,Spring City,3322
9141,Blairsville,3321
9142,Sugar Creek,3320
9143,Avon,3319
9144,Larch Way,3318
9145,Savannah,3318
9146,West Lake Hills,3317
9147,Saint Augusta,3317
9148,Saint Augusta,3317
9149,Duncan,3317
9150,Northwest Harbor,3317
9151,Cottonwood,3316
9152,Edcouch,3316
9153,Denmark,3315
9154,Big Lake,3315
9155,Ingalls Park,3314
9156,North Lakeport,3314
9157,Flat Rock,3313
9158,New Baden,3313
9159,Pagedale,3312
9160,Jasper,3312
9161,Huntingtown Town Center,3311
9162,Terra Bella,3310
9163,Pixley,3310
9164,Mabank,3309
9165,Uniontown,3309
9166,Pine Ridge,3308
9167,New York Mills,3308
9168,Moreland Hills,3307
9169,Eastlawn Gardens,3307
9170,Gosnell,3306
9171,Cassville,3306
9172,Hatfield,3306
9173,Greensburg,3306
9174,Ajo,3304
9175,Annandale,3304
9176,Princess Anne,3303
9177,Middleville,3301
9178,Saylorville,3301
9179,Lordstown,3300
9180,Manor,3299
9181,Galena,3299
9182,Mount Pleasant,3299
9183,Hubbard,3299
9184,Rockfish,3298
9185,Hannahs Mill,3298
9186,Hollywood Park,3298
9187,Venus,3297
9188,Mount Shasta,3296
9189,Louisiana,3296
9190,North Middletown,3295
9191,Mayfield,3294
9192,Forestville,3293
9193,Woodlawn,3292
9194,De Witt,3292
9195,North Pembroke,3292
9196,Springvale,3292
9197,Brodhead,3291
9198,Burbank,3291
9199,Spencer,3291
9200,Wellsboro,3290
9201,Las Quintas Fronterizas,3290
9202,Breckenridge,3290
9203,Las Quintas Fronterizas Colonia,3290
9204,Hanover,3289
9205,Maybrook,3286
9206,Baldwin,3286
9207,Cambrian Park,3282
9208,Fox Run,3282
9209,Muldrow,3282
9210,Ingram,3281
9211,Hanceville,3281
9212,Reno,3281
9213,Linwood,3281
9214,Berwyn Heights,3280
9215,Cornville,3280
9216,East Richmond Heights,3280
9217,Perham,3278
9218,Kotzebue,3277
9219,Newburgh,3277
9220,Orange,3277
9221,Fort Edward,3277
9222,Midway,3276
9223,Wynantskill,3276
9224,Bishopville,3274
9225,El Cenizo,3273
9226,Hemlock Farms,3271
9227,Howards Grove,3271
9228,Cadiz,3271
9229,Hawthorne,3269
9230,Gray,3269
9231,Shelby,3268
9232,Bainbridge,3267
9233,Seacliff,3267
9234,Ravena,3267
9235,Southampton,3265
9236,Mount Healthy Heights,3264
9237,Holton,3263
9238,Pinch,3262
9239,Checotah,3261
9240,South Jacksonville,3261
9241,Loyola,3261
9242,Russell,3260
9243,Gilmanton,3259
9244,Garnett,3258
9245,Manila,3257
9246,Hodgenville,3256
9247,Philippi,3256
9248,Ripley,3255
9249,Athens,3255
9250,Blissfield,3255
9251,Saddle River,3255
9252,Kennedy,3254
9253,Balcones Heights,3254
9254,Sunapee,3254
9255,Winnie,3254
9256,Netcong,3253
9257,Sunnyslope,3252
9258,Mauriceville,3252
9259,Northwest Harwinton,3252
9260,Nesquehoning,3251
9261,Upland,3251
9262,North Hartsville,3251
9263,North Wales,3250
9264,Milan,3250
9265,Casa Conejo,3249
9266,Windermere,3249
9267,Okemah,3247
9268,Jefferson,3247
9269,Underwood-Petersville,3247
9270,Medina,3247
9271,Pitcairn,3246
9272,Liberty,3246
9273,Butte,3246
9274,Hinton,3244
9275,South Hempstead,3243
9276,Benson,3240
9277,Monmouth Beach,3239
9278,Gunnison,3238
9279,Crandall,3238
9280,West Point,3238
9281,Plainview,3237
9282,Oliver Springs,3237
9283,Franklin,3237
9284,Blue Earth,3236
9285,Brooktrails,3235
9286,North Alamo,3235
9287,Benton City,3234
9288,Jackson,3234
9289,Lockeford,3233
9290,Ponderosa Park,3232
9291,Gravette,3232
9292,Moosup,3231
9293,Vicksburg,3230
9294,Clyde Hill,3230
9295,Coplay,3229
9296,Welsh,3227
9297,Medina,3226
9298,North Cape May,3226
9299,Haskell,3226
9300,Wesleyville,3226
9301,Boiling Springs,3225
9302,Ozona,3225
9303,Carlyle,3224
9304,Tomahawk,3223
9305,Heyburn,3223
9306,Melbourne Beach,3219
9307,Iowa,3219
9308,Union City,3217
9309,Meadow Vista,3217
9310,Cleveland,3216
9311,New Holstein,3216
9312,Biscayne Park,3216
9313,Flagler Estates,3215
9314,Momence,3213
9315,Laguna Vista,3212
9316,Brackenridge,3211
9317,Delanco,3211
9318,Oakridge,3211
9319,Georgetown,3210
9320,Port Washington North,3207
9321,Orchard Park,3206
9322,Pretty Bayou,3206
9323,Pittsboro,3205
9324,Ebensburg,3203
9325,Fort Hall,3201
9326,Dundee,3200
9327,East Dundee,3200
9328,Tipton,3200
9329,Barrett,3199
9330,Rockwood,3199
9331,Wanakah,3199
9332,Warrior,3199
9333,Ellsworth,3197
9334,Highland,3197
9335,Cactus,3197
9336,Goffstown,3196
9337,Pleasant Valley,3196
9338,Williamsburg,3195
9339,Vineyard,3195
9340,Vado,3194
9341,Cliffwood Beach,3194
9342,Sandia Heights,3193
9343,New Hope,3193
9344,Deer Park,3192
9345,Milbank,3192
9346,Centerville,3191
9347,Greenwood,3191
9348,Brentwood,3191
9349,Montezuma,3189
9350,Boscobel,3189
9351,Ladysmith,3188
9352,South Blooming Grove,3188
9353,Clarksville,3187
9354,Nellis Air Force Base,3187
9355,Scissors,3186
9356,Meadowbrook,3185
9357,Smithville-Sanders,3184
9358,Sixmile Run,3184
9359,Three Lakes,3184
9360,Grantville,3183
9361,Kingstree,3183
9362,Homer,3183
9363,Sumner,3183
9364,Elk Ridge,3183
9365,Wildwood Crest,3182
9366,Abingdon,3182
9367,Madison,3182
9368,Mamou,3181
9369,Priceville,3179
9370,West Union,3179
9371,Olney,3179
9372,Balmville,3178
9373,Chimayo,3177
9374,Gillespie,3176
9375,San Joaquin Hills,3176
9376,Nyssa,3175
9377,Warsaw,3175
9378,Chandler,3175
9379,Barbourville,3174
9380,Thiensville,3174
9381,Pickens,3173
9382,Tallapoosa,3171
9383,Pierre Part,3169
9384,Clinton Corners,3168
9385,Nokomis,3167
9386,Saint James,3165
9387,Oxoboxo River,3165
9388,Mount Penn,3165
9389,Dennis Port,3162
9390,Corning,3162
9391,Valhalla,3162
9392,Squaw Valley,3162
9393,DeQuincy,3161
9394,Oak Ridge North,3161
9395,Cashmere,3159
9396,Sedco Hills,3158
9397,Ponce Inlet,3157
9398,Delhi,3157
9399,Grangeville,3155
9400,Hamburg,3155
9401,East Prairie,3155
9402,Hilliard,3154
9403,Burney,3154
9404,Grape Creek,3154
9405,Riverdale,3153
9406,Maple Heights-Lake Desire,3152
9407,McDonald,3152
9408,Estacada,3152
9409,Pendleton,3152
9410,Nevada City,3152
9411,Millersburg,3151
9412,Dadeville,3150
9413,Bishop,3150
9414,Riverside,3150
9415,Pittsfield,3150
9416,Bethany,3149
9417,Swansboro,3149
9418,River Bend,3149
9419,West Portsmouth,3149
9420,Whispering Pines,3148
9421,Fairbanks Ranch,3148
9422,Las Lomas,3147
9423,Grayson,3147
9424,Four Corners,3146
9425,Portageville,3146
9426,Columbus,3146
9427,Algona,3144
9428,Chattahoochee,3144
9429,Corydon,3144
9430,Trafford,3144
9431,Ladonia,3142
9432,Brillion,3142
9433,Nash,3141
9434,Myerstown,3140
9435,Avondale Estates,3139
9436,Zillah,3138
9437,Carrollton,3137
9438,Marienville,3137
9439,Eunice,3136
9440,Sloatsburg,3135
9441,Bonanza,3135
9442,Frostproof,3134
9443,Macungie,3134
9444,Prescott,3133
9445,Nashville,3132
9446,Red Bay,3131
9447,Grand Saline,3131
9448,Pine Hills,3131
9449,Mountain View Acres,3130
9450,San Carlos,3130
9451,Fayetteville,3128
9452,Mono Vista,3127
9453,Tonkawa,3126
9454,Allendale,3126
9455,Rural Hall,3126
9456,La Center,3125
9457,Wildwood Lake,3124
9458,Cross Mountain,3124
9459,Clayton,3123
9460,Williams,3122
9461,Delta,3121
9462,Mannford,3121
9463,Cloverdale,3119
9464,Wise,3119
9465,North Crossett,3119
9466,Rancho Santa Fe,3117
9467,Attica,3117
9468,Landis,3116
9469,Bandon,3115
9470,Licking,3115
9471,South Pittsburg,3114
9472,Niantic,3114
9473,Homestead,3114
9474,Greenwood Lake,3113
9475,Dade City North,3113
9476,Lesslie,3112
9477,Hogansville,3110
9478,Walbridge,3109
9479,Esparto,3108
9480,Cutten,3108
9481,Garner,3107
9482,Chickamauga,3107
9483,Hickory Hills,3107
9484,McCall,3106
9485,Westville,3105
9486,Bean Station,3104
9487,Moss Beach,3103
9488,Peterborough,3103
9489,Warrensburg,3103
9490,Middlebury,3103
9491,Pomona,3103
9492,Channel Islands Beach,3103
9493,Tybee Island,3102
9494,Lanai City,3102
9495,Bethel Acres,3101
9496,Airville,3100
9497,Fairview,3099
9498,Mechanicsville,3099
9499,Cherry Valley,3098
9500,Belgrade,3096
9501,Fairport Harbor,3096
9502,Hiawatha,3095
9503,Crockett,3094
9504,Algoma,3094
9505,Somerville,3094
9506,North Shore,3094
9507,Concordia,3092
9508,Nicholson,3092
9509,Taft,3091
9510,Weaver,3091
9511,Hansville,3091
9512,Tiger Point,3090
9513,Clear Lake Riviera,3090
9514,Westfield,3090
9515,Hideaway,3090
9516,Blennerhassett,3089
9517,Crystal River,3089
9518,Brightwaters,3088
9519,Wilder,3088
9520,Soperton,3087
9521,Milton,3087
9522,Kingman,3086
9523,East Gaffney,3085
9524,North Falmouth,3084
9525,Blue Ridge,3084
9526,Kenova,3083
9527,Clare,3082
9528,Pottsville,3082
9529,The Plains,3080
9530,Wormleysburg,3079
9531,Westhampton,3079
9532,North River Shores,3079
9533,Canterwood,3079
9534,Montrose,3079
9535,Pine City,3078
9536,Double Oak,3078
9537,Wallburg,3078
9538,Barton Creek,3077
9539,Boothbay,3077
9540,Havana,3076
9541,Rock Island,3076
9542,Hillsboro,3076
9543,Cave Springs,3076
9544,Doylestown,3075
9545,Tishomingo,3075
9546,Tilton-Northfield,3075
9547,Boutte,3075
9548,Norco,3074
9549,Feasterville,3074
9550,Blountville,3074
9551,Acushnet Center,3073
9552,Brices Creek,3073
9553,Rush City,3072
9554,Maugansville,3071
9555,Lake Arrowhead,3071
9556,Brazoria,3071
9557,Pajaro,3070
9558,Freedom,3070
9559,Edgewood,3069
9560,Proctor,3068
9561,Buckner,3067
9562,McSherrystown,3067
9563,Lucerne,3067
9564,Sherrill,3066
9565,Hickory Creek,3066
9566,Arlington,3065
9567,Atoka,3065
9568,Providence,3065
9569,Mount Pocono,3065
9570,Yerington,3064
9571,Needville,3063
9572,Culloden,3061
9573,Combes,3059
9574,Dalzell,3059
9575,Ellsworth,3057
9576,Pleasant Valley,3056
9577,Springfield,3055
9578,Orofino,3054
9579,Holloman Air Force Base,3054
9580,Verona,3054
9581,Lodi,3052
9582,Mellwood,3051
9583,Lake Orion,3051
9584,Atkins,3051
9585,Angwin,3051
9586,Lake Success,3050
9587,Lakemore,3048
9588,Kendall Green,3048
9589,Bellows Falls,3048
9590,West Burlington,3047
9591,Parker,3046
9592,Wyoming,3044
9593,Rothsville,3044
9594,Wyncote,3044
9595,Silt,3043
9596,Lanesborough,3042
9597,Jefferson,3041
9598,Robbinsville,3041
9599,Buffalo,3040
9600,Mohnton,3036
9601,Salmon,3036
9602,Port Angeles East,3036
9603,Granite Hills,3035
9604,Frisco,3035
9605,Island Walk,3035
9606,Elma,3034
9607,Gulivoire Park,3033
9608,York Harbor,3033
9609,Shenandoah Farms,3033
9610,Lakewood,3032
9611,San Saba,3030
9612,Milton,3030
9613,Keego Harbor,3029
9614,Genoa City,3029
9615,Arbuckle,3028
9616,Williston,3028
9617,Pantops,3027
9618,Pannill Fork,3027
9619,Hartford,3025
9620,Royal Palm Estates,3025
9621,Las Lomas,3024
9622,Girard,3023
9623,North Barrington,3022
9624,Emmitsburg,3021
9625,Beechwood Trails,3020
9626,Milford,3018
9627,Yountville,3017
9628,New Britain,3017
9629,Ridgemark,3016
9630,Beechwood,3015
9631,Paddock Lake,3014
9632,Anza,3014
9633,Three Rivers,3014
9634,Henrietta,3014
9635,Agua Dulce,3014
9636,Riverview,3014
9637,The Hideout,3013
9638,Canadian,3013
9639,Upton,3013
9640,Winnebago,3012
9641,Bad Axe,3011
9642,New Madrid,3011
9643,Orchard City,3011
9644,Indian Heights,3011
9645,Lucedale,3011
9646,Woodbury Heights,3010
9647,East Syracuse,3010
9648,Lewes,3010
9649,Kenvil,3009
9650,Llano Grande,3008
9651,Westminster,3008
9652,Watonga,3008
9653,Acres Green,3007
9654,Park Hills,3007
9655,Beaver,3007
9656,Minden,3006
9657,Goshen,3006
9658,Homer,3005
9659,Belle Meade,3004
9660,Saint Clair,3004
9661,Pembroke,3004
9662,Williamson,3003
9663,Lafayette,3003
9664,Cut Bank,3002
9665,Murfreesboro,3002
9666,Orwigsburg,3002
9667,Minden,3001
9668,Bedford Hills,3001
9669,Iuka,3001
9670,Warm Springs,3000
9671,Trabuco Canyon,3000
9672,Waynesville,2999
9673,Lead,2999
9674,National Park,2999
9675,Smithsburg,2998
9676,Shady Spring,2998
9677,Brighton,2996
9678,Helena Valley Northeast,2995
9679,Granite Quarry,2995
9680,Bushnell,2995
9681,Tyndall Air Force Base,2994
9682,Springdale,2994
9683,Chester,2994
9684,Ferrysburg,2993
9685,Point Baker,2991
9686,Potosi,2991
9687,Arcadia,2991
9688,Cleveland,2990
